"","CCL2","SPP1","CD163","LTF","MMP12","TREM2","PPARG","KRT5","SCGB1A1","TEKT1","DNAI1","FCN1","LPL"
"GSM469993",6.28548352575918,3.79290907388626,8.04723579082014,7.89505601039186,5.36320603330204,4.60731854415742,7.06630331304925,6.86798538171712,10.0464169116779,8.03723781605072,7.55115701368556,6.55210288422179,8.59083683675015
"GSM469994",4.92109569778194,4.3160611307832,8.86538996372243,7.90469233260155,5.37320686336083,7.35125207516893,7.91262527578603,6.29537409522172,9.93739999075407,7.84469783890901,7.28924149905509,5.92789677981318,7.90535292855259
"GSM469995",6.21898125948169,4.94742128513811,7.25695353605836,6.39539930868532,4.87137634838767,7.14963369937037,5.01293705158918,7.7096553233609,10.1372391391143,7.53623779341292,6.86180889128152,5.89379968106536,7.05304644362403
"GSM469996",7.35769764439788,4.78341122480929,9.42243314816058,7.73267303076736,6.32429681409489,7.62097443676665,7.83952158401427,7.47458719932274,9.93739999075407,7.68680596990494,7.51687112704327,6.03873042949757,8.4796440479969
"GSM469997",4.8493860643274,2.0513118462266,7.2880638495263,6.24770304995613,5.13659601859723,5.08132530340363,5.86463506155471,7.83018136415428,9.88643903170642,7.95436736778098,7.55317920063218,5.62786052655567,5.14380423658813
"GSM469998",6.24351315456099,4.69354656192243,7.80282230495241,7.82802292744393,5.22972441849987,6.71354195872697,6.93561581092886,6.65555927369662,9.93739999075407,7.98265906574161,7.86271579793949,5.88469436298483,7.35441999350638
"GSM469999",6.70417592176079,3.85132479314127,7.66550748719443,7.62333044186075,6.08477471264441,5.77811832182548,4.83865156158843,6.6027033351839,9.93739999075407,7.97029623475231,8.12856690300604,5.83485546576019,7.30402748890432
"GSM219241",7.44955102472489,3.02649249197007,8.57482727580986,7.04366704443898,4.90173765959596,6.25751770854236,5.63069790304223,6.62452771270423,10.4842170801474,7.8757389021085,6.6269258898722,6.16038693892136,8.00447363747779
"GSM219242",7.22183840651805,3.67000902688293,8.87932986290558,6.38614270295157,4.04525167089773,7.60315842213971,6.95930248839006,6.31218677444159,10.379689906575,8.78157281773242,8.08623560111833,5.77846778214507,7.07110215867574
"GSM219243",7.37103762697862,5.34394663409521,8.70697939306421,7.61204840624441,7.26396635312689,7.58745021048491,6.55373693347814,6.68068410997728,8.79192136529779,8.03212723191916,6.81144208714258,6.7717060433428,8.43008414975103
"GSM219244",7.67102814196048,3.35793363561741,8.61008086369922,7.01122934147437,5.88025091657759,6.79233199388739,6.3511853777781,5.1348495803192,10.8012907203473,8.28128959066034,7.18972342916244,5.64173484915433,8.44774411077631
"GSM219245",7.67596287972613,4.61332767612972,8.37381217366442,7.28288842644448,5.34692186217438,7.21914953484739,7.24351529590556,6.83394661436269,10.7622836616794,8.07676500688948,7.24751067865909,5.99217772366704,7.5568309332963
"GSM219246",8.06934154788389,2.88114385956722,8.16469033017993,6.64830839267158,5.83031699191743,7.27877167350229,7.37284515587528,6.43151888317974,10.7370359905069,8.57123669907151,6.9547677806612,6.41211894778168,8.05266959891158
"GSM219247",7.24041504520468,3.36864025279929,8.09607318703097,6.72057318440212,6.55080884048935,6.58349255607805,7.11724887108932,6.18214481044354,10.2218449242262,8.06997535375046,6.8293889968063,6.31810035107166,7.21187098432163
"GSM219248",6.814603674025,3.56227330521854,8.65387768459245,7.45491202376591,5.11799834256668,6.41796762850003,5.9852316727939,6.88736576932948,10.0311261563487,7.5343587144492,6.68132957644315,3.70398121288496,7.41267869354857
"GSM219249",7.8542873802238,3.70865819937626,8.33724426761998,7.16537572471271,5.56048975326783,7.47681796071769,7.06560520165607,5.76420050410013,10.3380585786257,8.2489599215858,7.25122316240602,6.42147428139486,6.82563620146118
"GSM219250",7.1464627888312,3.59303809959329,8.01153724968934,6.92948176771421,6.45486388145757,6.33235000445806,7.09479856473484,6.53030338105343,10.0605869003073,8.32264821339561,6.86198038987766,6.96705881402571,7.2391378592793
"GSM219251",7.46735892890001,0.978876245887042,8.01153724968934,6.83870610121787,4.20568789625137,7.82012191367603,7.20263766367935,5.48218729717146,10.3899146750411,8.2031326059958,8.38477368846861,6.4584819787319,7.62473823494633
"GSM349912",7.09090763855262,4.43699006444772,7.27192531413171,5.92698562345442,7.85276949645107,5.53839767946975,6.82677131560004,6.94177460014919,10.6488160616049,7.78514849809766,7.48152730278192,5.67931676795427,8.05800351639401
"GSM349913",7.64361194677008,0.676332215017004,7.85889479277991,7.12384665201081,5.72763402530052,7.31265049359331,7.07513833530886,7.12930361988591,10.8949611154345,8.1799738461946,7.81601221403312,6.47162521765712,6.14833750498661
"GSM349914",6.84255054708149,3.70330255619708,8.71406152186808,7.31931155522495,6.94018925852661,6.26004402312211,6.72937537669233,7.58314749311728,9.67352898357487,8.33048535264122,7.18005266915841,6.38883741231621,7.96312804405365
"GSM349915",4.56479778647036,4.89251583582593,8.32323013335488,6.65218173287977,5.93088374883212,5.09012264247265,6.87901313211336,5.84137610674761,10.7991412214295,7.64108044175681,8.54771049142623,4.91763502752636,7.34364796601592
"GSM349916",6.17896666251567,3.40617115573764,7.88281824288718,8.27178184094235,6.24190894520564,6.45670063340295,7.17827657145965,6.88537177429436,10.4501013641065,7.5796902639389,7.93104867981591,5.4427346218827,9.30666776333491
"GSM349917",3.93362062798258,2.51916421048044,8.10967267937725,7.46815623297961,6.00982207985862,5.52002763894843,7.12927099389509,6.64753227460809,8.92928900785659,7.5428503325541,7.20756041335142,4.38087214084953,7.69745310868643
"GSM349918",8.56436466413949,4.66960042944247,8.91751352046814,7.20002343257378,5.94908913986002,7.25536917985273,7.16318794324048,7.96272340828277,10.1737737933965,7.26927646992121,8.31910145571852,6.30941952542848,7.18008182881961
"GSM349919",7.1471510972477,4.27936380891816,8.3120361846525,6.75263840964403,4.64206662280097,7.15888973986726,6.57841554253574,6.58510110316657,9.46817239334125,8.01992872804218,7.45270406038096,5.93965861918332,8.11351072026961
"GSM349920",5.88640499277924,3.62424394570853,8.30936078787635,7.64701075518684,5.25478891160066,6.84526708441536,7.3565512372612,6.96794382214635,9.02968570513345,7.8223065826155,6.78296967959933,6.22812291057175,7.71060001772599
"GSM349921",5.82623555795065,1.59208388710054,8.14735293540891,7.26171595128528,5.02566303981234,6.52894247785526,6.71288213957213,7.38596060320092,9.17299127235199,8.02457256628171,6.93945511932809,5.26559541994189,8.03629822488254
"GSM349922",5.9955004084965,3.24005396184239,8.34654722450777,6.76171174625105,4.9266948092979,8.09943486015351,7.78653878579118,7.99245212386059,8.8203032089105,7.36684691065259,6.80834037256552,6.53324871077049,8.00447363747779
"GSM349923",4.57408103778466,3.00279473756168,8.4418974676215,6.43410741676328,5.8304722082364,4.11227673171643,6.72781819750599,6.61033129736646,10.8002816447496,8.07211618070613,7.53954109112879,4.96896408021067,7.33106844996163
"GSM349924",5.26483117912947,3.23269238787066,8.10329114256372,6.69582374172985,6.5260355285336,6.83001326699259,7.19246928216857,7.37220783276122,9.87413813199799,7.60964107589864,7.44595346213282,6.25315085769001,6.07550211191135
"GSM101095",6.89276046483044,2.60881743736943,8.66916281040197,9.16438597485208,4.95093984370211,8.35517443673762,7.43777395825513,6.85147447587604,9.97392035199956,8.53792884893999,7.78303954095235,6.4100630491928,7.59565863147709
"GSM114107",4.68353006814703,4.93732139812749,7.69534844516783,6.83924579416627,5.74075090851139,5.54141767805136,6.61570050376115,7.50478413368888,9.97392035199956,8.11179281020581,7.45020875270377,4.84840937592833,7.64858703263298
"GSM114108",4.88273941885802,4.85766696123234,8.77694112977238,6.99880280888327,5.50151318926704,5.17864448547587,7.24383627960539,6.5472419848672,10.0689042060516,7.81448859555185,7.26226485303347,5.94400441667297,5.81869315848097
"GSM114109",5.87238451061206,4.86386097761432,8.08554253199513,7.58816619022485,4.68380673905742,6.7659873679872,6.838364757999,6.91860242835351,9.87892940243597,8.00958160926587,7.36648734167346,5.89902634895706,7.58300601192602
"GSM190152",7.12356101430573,2.60155050917693,7.31361931593769,8.63868404376434,5.26372254437737,6.64881806209188,4.86811779784113,6.21648848040186,10.0689042060516,8.38922670987433,7.9640468178576,6.99837975729972,6.84526301013646
"GSM252799",7.90770882516804,2.89791271474187,9.17792401824976,6.59280419365976,6.34208730907134,7.17834686718294,6.77091964448611,6.9535681732986,9.97392035199956,7.6837699011597,6.88956732999792,6.05983101051388,8.7527490606752
"GSM252803",6.75231901128242,5.29311668843392,7.1002472956346,7.92115394782294,6.43360226640901,5.06400442813513,6.60715621740792,7.06150511628863,10.0689042060516,8.04684106363844,6.70938786713049,6.2352609575579,7.26168174786014
"GSM252805",6.60439073997803,2.35742417939738,7.07433571517997,7.18794734182486,5.66846985451054,6.24145820631718,5.76017657095802,6.77269378573663,10.0689042060516,8.06995727819028,7.29834151457943,6.06029684785955,6.54344883756013
"GSM252806",7.83645706616639,2.42089672817221,8.08608893405635,6.94571886088802,5.55274827387203,6.90185479695247,6.8733919690413,7.2972295622879,10.1480354557915,8.06161971547694,7.03381475420232,5.76186329417496,7.03856627375147
"GSM252807",8.0303413384506,3.39555140468049,8.79475554105417,7.76276461432583,6.96904735135875,8.01935365093685,7.32693828450216,7.16158784875993,9.97392035199956,8.17419067771453,7.72638701296853,6.81009188056296,8.40730547468599
"GSM256181",5.75290210755252,2.89791271474187,9.02353354027359,8.0562952710589,5.97344191275792,7.80528013826457,7.17929396120759,6.84619482986865,10.0168187252331,8.29585294174213,7.55208631939084,6.44994452041977,7.37207632143849
"GSM256182",6.5177421680938,2.24365361532677,7.65206637339893,7.72000765415745,6.03274980237509,6.92114608977197,7.03086922766498,7.40706241975057,9.92951927870272,8.29057059973529,7.62339752333946,6.3602880412079,5.82457824585052
"GSM256183",6.81857531710137,2.39115444140981,9.86372593992282,6.48312141479102,6.52396301904214,7.41256899220812,7.6191743280316,6.92093396534954,10.1480354557915,8.23140827748237,7.56350078771369,6.18576494234803,8.74668881315924
"GSM256184",6.94721184948602,2.7925701435882,9.34555608126883,7.11171107389575,5.19156639693469,7.4241125617132,8.37177988689192,7.7977680834686,9.92951927870272,8.05758940909234,7.28502357169343,6.56837623025251,9.0909352115636
"GSM256185",6.22757027122554,2.08765474229946,6.68774676307385,8.15601749403345,5.24127848844322,5.73929290556761,6.95771680319308,7.22012860051804,10.1480354557915,7.63496529781031,6.664735913912,5.7055904369174,5.27920810445359
"GSM256186",8.74017941463631,5.96162713330424,9.28708981635249,7.66734397329047,5.69693642497177,7.36048638884731,5.67661743062433,7.14114745617427,10.0689042060516,8.04251356942538,6.4838733716712,6.4052814498209,7.89209162024882
"GSM256187",6.68022563032955,3.16258661680713,8.11469520975412,7.41148656086584,5.54820366145203,6.28055000271078,7.40461945465354,7.63534177840277,8.95731240251134,8.38077840784962,7.4516933798427,6.52713492647634,6.90410351393629
"GSM256188",6.94638867975493,2.34276460188277,8.06933237759571,7.84954482284472,5.17099981033734,6.46456865055751,4.92113265970261,7.8420689252429,9.87892940243597,7.96080686086604,7.71482592229978,6.59420004730723,7.42741893079997
"GSM256189",6.61945351675412,4.04897078769323,8.77927312246701,7.70712778796876,5.05438515066672,7.33174146184103,7.28486829394146,6.81964622057688,10.0168187252331,8.22915848742823,8.01676329085465,5.43713515207439,8.2325368932813
"GSM256191",7.0544382133186,3.08608487021373,8.01932932830345,6.76853338418662,5.2079828626624,7.29283471111033,6.30563455815371,6.91860242835351,9.97392035199956,8.02382964144368,6.87668034515479,6.82187610816828,7.09676373766055
"GSM256192",5.69798562141277,2.71201033881585,8.69469210481616,7.77854265394412,5.74559574658022,7.84787508956488,7.55044601483191,6.96033050146057,9.87892940243597,8.22083056012981,7.28502357169343,6.63231832196186,8.24594827468844
"GSM256193",4.55710591522706,3.41214898106541,7.30943999572945,6.78224349671656,4.97176478621126,5.52187061529664,5.96593886416973,6.46198354488631,9.97392035199956,8.16470481068792,7.25695576159033,5.97849991687247,6.76631952295463
"GSM256194",6.03423959450338,4.70042909763205,7.57948980446173,7.8724559959204,5.49639435898569,7.13323583785309,5.64442708373737,7.35789144704221,9.92951927870272,8.03617405891142,7.31638957726049,5.83644583515692,7.06508805286321
"GSM300860",7.40402493144406,4.74391952018398,8.60776196866569,8.92473888043646,6.70760035547384,6.87598276323148,8.02229458226483,5.23489634485586,9.92951927870272,7.99152914122967,7.65640360683663,8.7682449209724,9.43018252335052
"GSM300881",7.36248549540906,3.21952059227534,8.62480756295568,5.75682021748934,7.13648752928533,5.04701971036514,7.2212405151226,7.74168315625441,10.0168187252331,7.81002419346989,6.85142379185131,6.19143200605691,7.25738697791652
"GSM300882",4.8949454707807,4.74680615681978,7.2451352225511,5.30820718005901,4.6583046238925,6.63761250252163,6.86992268837152,8.06118821807867,9.97392035199956,7.68522860711949,7.7373135021296,4.95079939147019,6.89036059193158
"GSM300883",7.08730813834866,2.72248445800344,8.11664453679413,6.22208928247627,5.16535777675161,7.25725388269043,6.94098209261292,7.55659437750308,10.0689042060516,8.0511014891428,6.94503828122079,4.4993687423388,6.69493595588085
"GSM300884",6.07915126094749,4.94298397842345,7.84536592068837,6.18554446159301,5.30170204426717,6.40782193000715,7.1970428305872,7.92960738951906,9.82414498079744,7.51672859060931,6.96077955700919,6.03237331643146,7.36868537404669
"GSM300885",7.70583463857224,4.76943685680717,8.898974192637,5.7505623836098,6.75925865815694,7.47965561889735,7.177311878976,7.52947820906771,9.97392035199956,7.78147390728003,7.36503133097546,6.42757650592906,8.0472702342347
"GSM300886",6.34044524580919,2.9489284011001,7.03500476322399,5.98006412778549,4.89218315318197,5.00533058201432,6.99583634471449,7.86582697504001,9.92951927870272,7.91200591559604,7.25190498736767,5.70170932224564,7.13006238275928
"GSM300887",7.69756996755252,4.45837298392023,7.89099652963346,5.22159857018026,6.35859991084281,6.58416794413885,7.65472156576082,7.07201031029489,9.73364523918549,7.80537396968049,7.20880019931006,6.82685941476539,7.34853488929763
"GSM300888",5.3040688558984,4.35282717170884,7.50883771550137,7.30001080418248,5.39012527654684,6.71476464827535,6.94660745712391,7.85502222614139,9.773659555494,7.77243770867119,7.46510021907507,5.20995439115342,5.14229209317446
"GSM300889",6.45938239072601,2.5863328599958,7.79977143496389,5.87618634914128,5.56086998788496,5.70286244955698,7.18367143049704,7.54466129899172,9.92951927870272,7.76489146355908,7.26349451433307,5.09845113750116,6.89860172639463
"GSM300890",6.49538917727682,2.50627570384139,8.07691358035329,6.22323033997337,6.00635761605974,6.04611844165611,6.79351097965241,8.04493807883722,9.97392035199956,7.79894904936719,7.3875617208342,4.14589239512425,6.84949095693416
"GSM300891",5.8890160889024,4.45469894717274,8.04416711111845,4.93024667245264,5.43552370345449,6.90884214675714,7.30115927104096,8.09249741576858,9.97392035199956,7.98016396948048,7.4532523620757,5.21024940799269,7.71902455600346
"GSM300892",5.01752313337805,4.52450066841551,7.10107716372295,6.84360494060053,5.97344191275792,5.67793724467987,5.1429987829042,7.43893781710856,10.0689042060516,7.56358454486514,7.1801246697124,5.91501035836844,5.22643669374577
"GSM300893",8.34012402830837,4.82712837921252,8.75301991619406,6.39414879584774,5.53929620945601,7.35090035971595,7.17582792795001,7.61595780409326,10.1480354557915,7.77987515231642,6.55976894361496,5.79879464541922,7.37666554525498
