"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Significance"
0.626113347799089,9.93296081153794,10.340323776649,2.24862028536135e-18,1.42918557637092e-15,31.2324659768861,"COA6","Not Significant"
2.67694600537538,4.62201185603742,10.3266820981589,2.4257084712768e-18,1.50007123057526e-15,31.1585263865718,"CYP1B1","Upregulated"
-0.966105675030663,12.0229184107181,-10.296336479634,2.87121849818825e-18,1.72885132781698e-15,30.9940650992634,"CYP4X1","Not Significant"
1.65742456792732,10.4936620002215,10.245273310212,3.8129605976921e-18,2.23703465219982e-15,30.7173754888447,"CBR1","Upregulated"
-1.75060403812462,7.73787169148887,-10.2243890742726,4.28191703815146e-18,2.44936359374859e-15,30.6042331439154,"PPP1R16B","Downregulated"
1.22641079786393,8.33164870310729,10.209738309764,4.64488033277546e-18,2.59218309498135e-15,30.524868734884,"G6PD","Upregulated"
-1.06946976976037,8.45029727669067,-10.1598249742927,6.12826644721515e-18,3.33859201377928e-15,30.2545331247505,"PLK2","Downregulated"
0.772165847419339,9.81797640568045,10.0044374280185,1.45140297422865e-17,7.72315150077342e-15,29.413491716724,"ABHD2","Not Significant"
1.70581467930347,7.97725123752263,9.86906466364352,3.0735101763279e-17,1.59829514419452e-14,28.681594904475,"ELFN2","Upregulated"
0.925391195139664,13.4630453272984,9.86228187374647,3.19117585202134e-17,1.62260654822445e-14,28.6449463589724,"CEACAM6","Not Significant"
2.24028689566599,6.57770197373886,9.85807307771272,3.26643877436974e-17,1.62476925209465e-14,28.6222066950382,"LOC344887","Upregulated"
0.980856335006331,7.53870149667722,9.85195136856846,3.37908319543356e-17,1.64503835307905e-14,28.5891333724538,"GPT2","Not Significant"
-0.755137343376131,9.86510706191761,-9.80133575896778,4.47208063978492e-17,2.08995263962172e-14,28.315750545353,"SERTAD4-AS1","Not Significant"
1.83628578984402,7.99117103429299,9.79923116286921,4.52448378066434e-17,2.08995263962172e-14,28.3043862396685,"CYP4F3","Upregulated"
-0.733465593507972,8.76799978833902,-9.79754126200307,4.56700458813365e-17,2.08995263962172e-14,28.2952613610617,"USP13","Not Significant"
2.69434910666398,11.4509992857533,9.77515338247184,5.16944424706877e-17,2.31925595719962e-14,28.174389346913,"CEACAM5","Upregulated"
1.78347630286655,8.07672458819661,9.76969110979297,5.32808703912357e-17,2.34446076042666e-14,28.1449027883083,"SRPX2","Upregulated"
1.37441377998294,8.96031836817775,9.75988288003288,5.62524582345779e-17,2.42851414502901e-14,28.0919599998993,"AGPAT9","Upregulated"
-0.647495684569728,11.2992368193909,-9.73845560664892,6.33322572090812e-17,2.68352847629812e-14,27.9763190964252,"RHOU","Not Significant"
-1.49007492713572,11.5255686939605,-9.73089145501813,6.60384063252724e-17,2.74731777296101e-14,27.9355024467309,"TMEM45A","Downregulated"
0.693641726814327,11.1026423722632,9.7074074836408,7.51974938819158e-17,3.07248903127163e-14,27.8088029044213,"CROT","Not Significant"
0.877854521239183,8.47953369808228,9.66117470684306,9.70974389904078e-17,3.897695616736e-14,27.5594677658858,"MIR1204","Not Significant"
-0.984127083802848,8.26124896107111,-9.53747976679887,1.92263644708469e-16,7.5848007837491e-14,26.8930566881237,"PANK1","Not Significant"
2.29750999908951,5.06724439873757,9.52290961016721,2.08359836188615e-16,8.08047696920626e-14,26.8146287116292,"SFRP2","Upregulated"
-0.612487278029649,11.6444428089136,-9.50665046289393,2.27913734860586e-16,8.69149027890843e-14,26.7271273625871,"PER2","Not Significant"
1.72835757555632,8.40131025185224,9.46784481695393,2.82301531317065e-16,1.05890841607635e-13,26.5183670263361,"HGD","Upregulated"
0.600945960862742,14.1652153393927,9.45676383199784,3.00084798586725e-16,1.09398237562743e-13,26.4587761341129,"PRDX1","Not Significant"
1.96047425285703,7.81553502941174,9.45608219683439,3.01214499648303e-16,1.09398237562743e-13,26.4551107691343,"CYP4F11","Upregulated"
0.661913917383606,12.0197908492372,9.40086462694972,4.08335979198782e-16,1.43640211580616e-13,26.1583089035109,"GCLM","Not Significant"
0.576908303073695,8.19298019430575,9.39923973132347,4.12007009427165e-16,1.43640211580616e-13,26.1495785294941,"FAH","Not Significant"
-1.61490389592472,6.32130501531696,-9.39821954577534,4.14328655404951e-16,1.43640211580616e-13,26.1440973006236,"FAM65C","Downregulated"
-2.1400635705024,10.8505966823688,-9.38966455034574,4.34317934198704e-16,1.48322815707471e-13,26.0981365322585,"LTF","Downregulated"
0.705842293076685,9.84042066193486,9.36080310440087,5.09122795308535e-16,1.71312333521391e-13,25.9431257069122,"HTATIP2","Not Significant"
0.824986624593645,11.1078414769559,9.34208815014036,5.64362916963477e-16,1.87147650768715e-13,25.8426472253714,"FKBP11","Not Significant"
-2.12652270265454,9.59211274450545,-9.33058438510939,6.01243643167382e-16,1.96529368561612e-13,25.7808994682569,"SEC14L3","Downregulated"
1.94180564338925,8.37851362171194,9.31218399797993,6.65294651318578e-16,2.14402914321414e-13,25.6821568324883,"TCN1","Upregulated"
-1.18444474141104,10.0229327040109,-9.26933436701237,8.42061283741869e-16,2.67600058795801e-13,25.4523257847036,"SLIT2","Downregulated"
-0.642988922721752,9.6140453491165,-9.25081430552188,9.32287081134781e-16,2.92214530184177e-13,25.3530410007803,"ACSS1","Not Significant"
0.885847130613492,8.59417344170283,9.23118856544063,1.0384366772812e-15,3.21087427200962e-13,25.2478628053602,"TNNT3","Not Significant"
-1.1709985067257,12.7157970966392,-9.12872634698202,1.82228608896321e-15,5.55943040020897e-13,24.6993377367255,"PROS1","Downregulated"
1.22625869970395,10.9853150569832,9.1137858651748,1.97784722067256e-15,5.95462134950117e-13,24.6194404422271,"TKT","Upregulated"
-1.11264926041544,8.64824359216728,-9.1093695619551,2.02631498616588e-15,6.02131340239759e-13,24.5958276541414,"D2HGDH","Downregulated"
1.90559967763402,7.26295970736527,9.09532296651827,2.18848224731621e-15,6.41982850010798e-13,24.5207374301197,"DUOX2","Upregulated"
0.535196844399843,9.94145059644998,9.01643030839564,3.37110537769017e-15,9.76383065150996e-13,24.0993740653927,"C19orf10","Not Significant"
-0.751382363486426,8.590120462549,-8.88863363444631,6.7777790893077e-15,1.93852954178062e-12,23.418259776674,"TCF7L1","Not Significant"
0.81918485550665,10.6335952879911,8.87639864975633,7.24575849837306e-15,2.04679259507746e-12,23.3531497275527,"MSRB1","Not Significant"
0.535202650822622,9.94871843700703,8.84470929654639,8.61292715302038e-15,2.40332178278365e-12,23.1845937523981,"LRRC8D","Not Significant"
-0.691937468277059,11.2510923209662,-8.78988070876136,1.16119944440794e-14,3.20113307078291e-12,22.8932489184495,"LOC728196","Not Significant"
-1.08315988576874,11.6107189271643,-8.73966002331467,1.52621654570965e-14,4.15730485504554e-12,22.6267200640301,"LOC101928620","Downregulated"
-0.77043041051197,11.5624862656017,-8.70580468650598,1.83469214521511e-14,4.93877540878434e-12,22.4472283037333,"APPL2","Not Significant"
0.94568176511863,8.64918383313597,8.68866867905418,2.01374314790502e-14,5.35772755432729e-12,22.3564354307263,"FMOD","Not Significant"
0.617053620642761,10.0703014246806,8.62298150598221,2.8765276786352e-14,7.56526779481057e-12,22.0087675397582,"CHST15","Not Significant"
-0.974852149354566,11.0189110401553,-8.6039574527049,3.18913132603416e-14,8.29210384897586e-12,21.9081882785751,"CLDN8","Not Significant"
-0.809579249948236,8.41162024363467,-8.59992822782927,3.25955953078589e-14,8.37999793527101e-12,21.886892463506,"AADAT","Not Significant"
0.870825451570622,7.58437681357691,8.57238748294199,3.7842109010331e-14,9.62072551405982e-12,21.7413918053548,"CCDC184","Not Significant"
0.976360842069209,12.6425325074276,8.54995931665201,4.27292489726176e-14,1.07438235795875e-11,21.6229815220946,"S100A10","Not Significant"
0.622681036012452,9.28972990118445,8.5315128527736,4.72157768217981e-14,1.17428716245605e-11,21.5256473638205,"ZDHHC9","Not Significant"
-0.653828630321094,9.68508523246269,-8.50432053188231,5.46976913049728e-14,1.34573965026783e-11,21.3822560497577,"USP51","Not Significant"
-1.36987321367029,12.7312806614403,-8.50017804531202,5.59366794545639e-14,1.36158208787221e-11,21.3604213824063,"C3","Downregulated"
0.645634620102303,8.35328913030191,8.49299167066394,5.81526699113013e-14,1.40062235814788e-11,21.3225487306991,"TENM4","Not Significant"
0.327985330729151,13.2979302067415,8.48192629328364,6.17367481761814e-14,1.47145680731167e-11,21.2642486111225,"SPA17","Not Significant"
-0.851382669095752,9.1567606748549,-8.45242948737932,7.24009031769544e-14,1.70784027380607e-11,21.1089292739565,"PRKAR2B","Not Significant"
1.20241455189009,8.24875661694302,8.44417781270474,7.56994116674502e-14,1.76742677383972e-11,21.0655027349486,"DEFB1","Upregulated"
1.91105423476669,7.16181857006844,8.43832716037421,7.81283063413837e-14,1.8057108862598e-11,21.0347185280799,"MMP12","Upregulated"
1.04339485962569,9.790616057367,8.40786734225124,9.20831233310386e-14,2.10695394493749e-11,20.8745346838768,"FAM3B","Upregulated"
0.734995418799125,9.71316275848721,8.3794295896605,1.07339068422386e-13,2.43170814314119e-11,20.7251159040271,"C4orf48","Not Significant"
1.06419696586496,11.5889502147291,8.37101857367427,1.12315327750651e-13,2.51949707280651e-11,20.6809470018761,"GALNT6","Upregulated"
-0.660156036839285,8.09600885188894,-8.30322566768353,1.61767871399695e-13,3.59360258786059e-11,20.3253627434673,"ZFP82","Not Significant"
1.81219302459087,12.4591044259193,8.29513971696332,1.68954698317466e-13,3.71716581942494e-11,20.2830010382239,"MUC5AC","Upregulated"
0.413838795284741,10.9864070697915,8.29073263896729,1.73004494711499e-13,3.77001508904173e-11,20.2599172610993,"VOPP1","Not Significant"
0.697795246863679,9.58047465218184,8.27014687452528,1.93237277115581e-13,4.17119069592604e-11,20.1521344210481,"HN1","Not Significant"
-0.580332887516295,9.06572292479085,-8.26463381719999,1.99044227749252e-13,4.25638408890714e-11,20.1232812928522,"CDK14","Not Significant"
-0.710521178139888,8.20267291250994,-8.25382766139877,2.10934477097726e-13,4.45890300386047e-11,20.0667411490175,"THBS3","Not Significant"
-0.741788591712742,9.13671161373012,-8.25252716552253,2.12412231729728e-13,4.45890300386047e-11,20.0599380109736,"LINC00341","Not Significant"
0.833105594715121,7.1003021453259,8.23271632032536,2.36238667729052e-13,4.91133215379783e-11,19.9563394879933,"RNF175","Not Significant"
2.25272748860887,6.86639800365254,8.23112981459454,2.38257886050242e-13,4.91133215379783e-11,19.9480459510052,"CCL2","Upregulated"
-0.73581266249129,8.33364554311493,-8.21908183657721,2.54162278469846e-13,5.19239919077549e-11,19.8850787193347,"FAM107A","Not Significant"
0.497591675479848,10.2037421205111,8.18537352131611,3.04489457670799e-13,6.16550732828809e-11,19.7090405820386,"ALAS1","Not Significant"
1.25026689007573,8.90155330723269,8.18010045615844,3.13212052957681e-13,6.28649559975851e-11,19.6815205801705,"CA12","Upregulated"
-0.963973893354583,10.4868298334626,-8.14435666667737,3.79254266452659e-13,7.5458407571333e-11,19.4951047988006,"SLITRK6","Not Significant"
-0.677405966178927,9.38778005889702,-8.14059784858413,3.86957084153132e-13,7.63272848492053e-11,19.4755145952666,"CCDC8","Not Significant"
1.5744400306803,5.01259507230766,8.12776546853042,4.14444422104509e-13,8.10504514715664e-11,19.408654029906,"NR0B1","Upregulated"
0.651917745485491,11.674117995976,8.11822850698129,4.36121920856732e-13,8.45669972129058e-11,19.3589829273615,"GULP1","Not Significant"
1.75513059823943,7.69650663863823,8.09278196188208,4.99633761186075e-13,9.60682360478872e-11,19.2265317062895,"LOC102724094","Upregulated"
-0.579129253984606,12.4109999571508,-8.07884491178632,5.3823090697525e-13,1.02627178187506e-10,19.1540388492582,"C12orf75","Not Significant"
-0.677403123754001,9.96954995384527,-8.07462607563298,5.50488368720605e-13,1.04096895576001e-10,19.1321018935135,"PIP5K1B","Not Significant"
0.513715850493503,9.14648841822271,8.05492840716486,6.11490764172963e-13,1.14684591598701e-10,19.029722624556,"CCDC51","Not Significant"
0.448837907660913,10.9643742551599,8.03563203688958,6.77753644382481e-13,1.26078708431834e-10,18.9294998462979,"SRPRB","Not Significant"
0.96641442249356,7.40553643729554,7.99694645327857,8.32837770065497e-13,1.53678717877973e-10,18.7287855847599,"LHX6","Not Significant"
0.46625307408798,15.014927998068,7.9748409094498,9.36786777151127e-13,1.71476945983959e-10,18.6142238994875,"FTL","Not Significant"
-0.757449489255704,10.1511728937004,-7.95984604617777,1.01453525501499e-12,1.83923587137857e-10,18.5365675073367,"DLL1","Not Significant"
0.426735367650902,9.80119480921621,7.95867690975375,1.02085990850522e-12,1.83923587137857e-10,18.5305145613746,"OSER1","Not Significant"
0.581955830823707,13.5115746379379,7.90658777787033,1.34617006902077e-12,2.40638416791127e-10,18.2611098591772,"TXN","Not Significant"
0.562559263338203,9.01440900275844,7.89495446132078,1.43185348689592e-12,2.53970849873377e-10,18.2010167212153,"RIT1","Not Significant"
-1.28120019058284,8.82666835855494,-7.86543397012856,1.67436505658671e-12,2.91839313240814e-10,18.0486490304685,"ITM2A","Downregulated"
0.994711859874442,6.49982709351966,7.86473355854846,1.68058883893132e-12,2.91839313240814e-10,18.0450360779174,"UGT1A6","Not Significant"
-0.757243688797924,8.30088932461284,-7.86439395743908,1.68361476105885e-12,2.91839313240814e-10,18.0432843403839,"LOC100507472","Not Significant"
1.93894324288556,6.62103443200424,7.85937255199311,1.72899309744135e-12,2.97451812500417e-10,18.0173855930037,"TPRXL","Upregulated"
-0.563433440236018,7.83398766496054,-7.77921282229338,2.64168350400522e-12,4.51077315336891e-10,17.6046603458132,"LOC729970","Not Significant"
0.367544265827556,15.2688968409813,7.77654343572915,2.67917567687827e-12,4.54090508612234e-10,17.5909396149695,"FTH1","Not Significant"
0.493440061506513,9.73200320010363,7.77469873620455,2.70539304397984e-12,4.55162487053697e-10,17.5814586927552,"DUSP28","Not Significant"
-0.545195619546048,9.80748849404063,-7.76245779237049,2.88593322556572e-12,4.81992979081528e-10,17.5185642733514,"PHC1","Not Significant"
-0.452720247088527,9.92622284740269,-7.71903387185223,3.62829316762923e-12,6.01586782380611e-10,17.2957121888524,"TLR5","Not Significant"
0.753631554467177,9.07305822907341,7.71675225172926,3.67215651390861e-12,6.04479231616856e-10,17.2840142708578,"ZSCAN31","Not Significant"
-0.85794763501141,11.3451937745617,-7.71336238598716,3.73829891755988e-12,6.10971553804912e-10,17.2666364665117,"PKIB","Not Significant"
2.22863993669843,5.53345376413647,7.69588780563936,4.09847752662222e-12,6.65086980756333e-10,17.1770950226097,"CLEC5A","Upregulated"
0.860673066419028,7.90171628415199,7.68910058681306,4.24747751020541e-12,6.83525634877076e-10,17.1423348978192,"FAM110C","Not Significant"
-2.15443477201317,7.5107774915431,-7.68801297229028,4.27184851131602e-12,6.83525634877076e-10,17.1367657311725,"ITLN1","Downregulated"
0.796232211478568,9.42318979291935,7.6846667618355,4.34770303037841e-12,6.90831896097835e-10,17.1196330007333,"GMDS","Not Significant"
0.484238991412646,9.20346997064689,7.65168731698816,5.17060114907198e-12,8.15920861323559e-10,16.9509110927986,"DLGAP1-AS1","Not Significant"
-0.55397017468105,9.36298941795604,-7.62769951331058,5.86451652145017e-12,9.19082209091106e-10,16.8283445454358,"ZNF608","Not Significant"
-0.249969649727714,13.8913071208397,-7.62372044145558,5.98823708486506e-12,9.32087433597262e-10,16.8080260173204,"DAZAP2","Not Significant"
-1.32708395997561,5.21614377790059,-7.6158990289148,6.23902204244127e-12,9.64561238872288e-10,16.7680977315069,"CDH11","Downregulated"
0.490385051992885,13.7772427486085,7.61018645579871,6.42874621407864e-12,9.82864100251481e-10,16.7389439434645,"GAPDH","Not Significant"
-0.487419471864923,9.79219840228657,-7.60975456793258,6.44332044218881e-12,9.82864100251481e-10,16.7367401339858,"CBX7","Not Significant"
0.41044937061567,12.2064993183008,7.58033083340135,7.51739763864898e-12,1.13910977066177e-09,16.5867002112906,"NAA20","Not Significant"
-0.572845047941255,8.93713260358937,-7.54492516407312,9.04742975864509e-12,1.35436477810514e-09,16.4064246852094,"AKAP7","Not Significant"
-0.632019028929923,9.52634526310076,-7.54418621495241,9.08245222322065e-12,1.35436477810514e-09,16.4026653152106,"NFYB","Not Significant"
0.58001630408738,10.4642349164858,7.54349113133479,9.11551837018449e-12,1.35436477810514e-09,16.3991292270269,"CYB561A3","Not Significant"
0.482342914429665,10.7395440479456,7.5422187278559,9.17635803254232e-12,1.35460805253291e-09,16.3926564450443,"TXNDC17","Not Significant"
1.76787651399662,6.70304651559156,7.53221027781299,9.66916110183508e-12,1.41820561007108e-09,16.3417563454977,"MUC12","Upregulated"
0.695596229243995,10.2989960283469,7.53037860361929,9.76215000705951e-12,1.42272454975496e-09,16.3324435560218,"IMPA2","Not Significant"
-1.48661891852308,5.8296885579258,-7.52826929434937,9.87033260075667e-12,1.42938658378426e-09,16.321720175684,"SHISA9","Downregulated"
-1.22185456937029,7.98689763836393,-7.52413266542538,1.00859559235371e-11,1.45142614771354e-09,16.3006933185507,"SLC29A1","Downregulated"
-0.57226238855907,10.7900253349837,-7.51359002911796,1.06568451526732e-11,1.52399546211447e-09,16.2471226524145,"APCDD1","Not Significant"
-1.11101726553697,7.99892005268284,-7.49793335969972,1.15642795635506e-11,1.64349242666832e-09,16.167615123077,"TPM2","Downregulated"
-0.430432320587775,11.5542179050657,-7.49666715245382,1.16409301869217e-11,1.64417360251207e-09,16.1611876658491,"PUM2","Not Significant"
-0.580774907996851,10.2131018219892,-7.47031811195132,1.33553396530817e-11,1.86059259137442e-09,16.0275242301229,"HMGB1P4","Not Significant"
-0.610694328957342,9.51327626108033,-7.46970923462999,1.33977816717252e-11,1.86059259137442e-09,16.0244375148667,"IL4R","Not Significant"
0.539454239129316,10.8826849133046,7.46943202954164,1.34171486201119e-11,1.86059259137442e-09,16.0230322483696,"MAP1B","Not Significant"
-0.752687055157282,8.34986654816342,-7.46658057028005,1.36179839971872e-11,1.87706681831109e-09,16.0085781203863,"LOC100133445","Not Significant"
-0.398067772556953,10.359733626402,-7.4498330355597,1.48591519224168e-11,2.03588176728634e-09,15.9237246304698,"MBOAT1","Not Significant"
0.807763464265747,9.46445234590671,7.44103230353411,1.55556706427422e-11,2.1186267855749e-09,15.879162287647,"DIO1","Not Significant"
0.69349590835634,10.5991301345979,7.43161933934956,1.63364819959812e-11,2.21180499733756e-09,15.8315211206321,"MINOS1-NBL1","Not Significant"
-0.713232910976698,10.0368893860981,-7.4288180076161,1.65762665843052e-11,2.23106797479698e-09,15.8173471829229,"NEURL1B","Not Significant"
1.23679658369323,8.20925343405274,7.41620827618017,1.76995339326553e-11,2.36832184744495e-09,15.7535697301691,"AZGP1","Upregulated"
-1.46523423485444,5.83909292238728,-7.41402792881765,1.79012668960417e-11,2.37434764611801e-09,15.7425460000945,"SEMA5B","Downregulated"
0.340336655909597,13.411351763019,7.4134822945129,1.79521062356722e-11,2.37434764611801e-09,15.7397874855564,"HYPK","Not Significant"
0.473516501862106,8.46276554664892,7.39812742283572,1.94429690888129e-11,2.5567504351789e-09,15.6621898301049,"CHMP7","Not Significant"
0.856671515312742,7.96452111678625,7.38828105964465,2.04628956634435e-11,2.67549437528715e-09,15.6124612768008,"MLKL","Not Significant"
-0.594563337074831,12.361541596073,-7.3818077691166,2.11621301635055e-11,2.73773215695531e-09,15.5797815964345,"OSBPL6","Not Significant"
1.52242032886712,5.23303214649398,7.38166142535815,2.11782086351597e-11,2.73773215695531e-09,15.5790429190234,"MEP1A","Upregulated"
0.570318022250634,9.03099928332843,7.372626002168,2.21947138174365e-11,2.85301824076834e-09,15.5334466936416,"DGKA","Not Significant"
0.351028599649835,10.0140604042522,7.36597082601662,2.29742147306384e-11,2.93672071090356e-09,15.4998753856487,"PHKB","Not Significant"
0.731355609030739,9.15629475839498,7.34788566643088,2.52321596551431e-11,3.20742802816294e-09,15.4087039129025,"SLC51A","Not Significant"
1.86110444999323,6.51918125302623,7.3424663118203,2.59506204188938e-11,3.2805311922912e-09,15.3814000249169,"BPIFB2","Upregulated"
0.973471101199825,8.11895761946537,7.33664193956192,2.67453815922056e-11,3.36242349566625e-09,15.3520639995823,"PYCR1","Not Significant"
-0.697314120144462,10.1657737230012,-7.3247910365184,2.84376870747737e-11,3.55564326752949e-09,15.2924007694991,"CNTD1","Not Significant"
-1.13619410264676,7.3613951857632,-7.30644191742462,3.12694386843693e-11,3.88845666596224e-09,15.2000942447589,"EPB41L2","Downregulated"
-0.556823218193125,7.96596000403027,-7.30368090872863,3.1719050753881e-11,3.92304648810569e-09,15.1862123931397,"CEP78","Not Significant"
-0.579185080398288,12.7841474427892,-7.30010808162015,3.23103787005455e-11,3.96769734360554e-09,15.1682518242474,"FAM216B","Not Significant"
1.59719936272433,5.5323536401848,7.2994118287406,3.24268783381074e-11,3.96769734360554e-09,15.1647521564251,"CALCA","Upregulated"
-1.84569029374523,6.32103347519151,-7.29438184131549,3.32809660239238e-11,4.05054140209256e-09,15.1394730401044,"C8orf12","Downregulated"
0.873238906001797,9.05739158935263,7.2811918528292,3.56278943927132e-11,4.31323731005117e-09,15.0732159221805,"MTHFD2","Not Significant"
0.510965891685924,9.23602820347019,7.27912642651696,3.60099558179848e-11,4.33654631090164e-09,15.0628448398347,"FICD","Not Significant"
-0.897422026170748,8.99795385653321,-7.25575879718072,4.06255775009962e-11,4.86677402513243e-09,14.9455881220321,"WFDC6","Not Significant"
1.24901888095978,7.32339103780295,7.24902808645871,4.20605237547002e-11,5.00538115283648e-09,14.9118409368799,"IGSF6","Upregulated"
-0.722671607901303,9.97446698169931,-7.24784866031825,4.23170882195872e-11,5.00538115283648e-09,14.9059286444468,"TMEM150C","Not Significant"
0.333774587623708,10.1863010137071,7.24729127415983,4.24388769568759e-11,5.00538115283648e-09,14.9031346777284,"DIRC2","Not Significant"
1.23740048137812,6.75424171746536,7.23868067521999,4.4364992167555e-11,5.2057199271068e-09,14.8599835546891,"LOC100506558","Upregulated"
-0.466305511863384,8.78996909710776,-7.23218115635491,4.58759784183368e-11,5.35555235811207e-09,14.8274250594574,"RBM15","Not Significant"
-0.39755366061125,10.316848901764,-7.20421702153776,5.29797951888054e-11,6.15345529804597e-09,14.6874723202842,"FOXA1","Not Significant"
-0.965287058577136,8.56311343011811,-7.19880512448735,5.447540275364e-11,6.29521055760624e-09,14.6604117607252,"PCDH17","Not Significant"
-0.939785249492592,10.256543533118,-7.19112202100545,5.66707221984694e-11,6.51599394283004e-09,14.6220084287687,"CNN3","Not Significant"
1.29820004138212,6.20550739048199,7.18035393788243,5.98956367850632e-11,6.85236032639516e-09,14.5682122506891,"TMCC3","Upregulated"
-0.608021875281819,9.24583629256978,-7.17889111448952,6.03475248424851e-11,6.86971002945722e-09,14.5609065953238,"RASSF10","Not Significant"
0.562826264349296,9.99435104957657,7.17452948377677,6.1715028508192e-11,6.98225670098363e-09,14.5391271603475,"WIPF3","Not Significant"
-1.12047198440743,7.31175368031078,-7.17380065559456,6.19465106551146e-11,6.98225670098363e-09,14.5354883282876,"CSGALNACT1","Downregulated"
